id,tanggal,kalimat,ket
NULL,2021-04-12,"Dilema Daring, Sekolah akan Segera Tatap Muka ??? | Serba Serbi MMCWacana sekolah tatap muka kembali mencuat. Berdasarkan Surat Keputusan Bersama (SKB) Empat Menteri, pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli https://t.co/glBD3c5bmq",1
NULL,2021-04-12,"Hari Ini, Senin, 12 April 2021, BPPK mengadakan kunjungan benchmark secara daring ke Universitas Terbuka (@UnivTerbuka). Benchmark tersebut bermaksud untuk meningkatkan pengembangan desain maupun kualitas pembelajaran digital dan jarak jauh di BPPK.⏬ https://t.co/pnwpoG1WPM",1
NULL,2021-04-12,"Menyiasati Pembelajaran Matematika secara Daring https://t.co/MY3ziOxxSf",1
NULL,2021-04-12,"Kegiatan Latsar ini diselenggerakan dengan sistem pembelajaran jarak jauh (distance learning) secara daring menggunakan MOOC dan e-learning, dengan LAN sebagai penjamin mutu. https://t.co/HfJBolJevy",1
NULL,2021-04-12,"Pembelajaran daring yang diterapkan di seluruh bidang pendidikan tidak selalu ideal untuk bidang yang praktikal. Keterbatasan teknologi dan jangkauan aktivitas membuat hal ini semakin dirasa dampaknya.#IndonesiaHM2021",1
NULL,2021-04-12,"Fariz Awaludin Arief: Kolaborasi Orang Tua &amp; Wali Kelas pada Pembelajaran Daring https://t.co/Y8q4nJM3th",1
NULL,2021-04-12,"@neocultaddict WKWKQKK coba tanya guru mu kenapa ga dapet gitu.. harusnya mah dapet bahkan dari awal pembelajaran daring tahun lalu",1
NULL,2021-04-12,"Perusahaan edutech tentang pendidikan bisnis kuliner Foodizz meluncurkan Sekolah Bisnis Kuliner yang merupakan program pembelajaran berbasis kurikulum terpadu yang dapat diikuti secara daring maupun langsung, yang terletak di Bandung.  https://t.co/HHnPIMSh09",1
NULL,2021-04-11,"@collegemenfess Judul gue simple dan relate bgt sm semua anak di dunia ini yaitu: pengaruh metode pembelajaran daring terhadap hasil belajar siswa. Sengaja ngambil itu krn banyak anak yg mengeluh tentang sekolah online, so here we go wkwkwk",0
NULL,2021-04-11,"Pantes aja dari kemarin ibuk minta diajarin rekaman suara dan kirim lewat WA ternyata setiap hari rekaman panjang×lebar yg isinya nagih tugas  muridnya selama pembelajaran daring sambil marah  karna pada banyak yg kosong nilainya😄",0
NULL,2021-04-11,"[cm] aplikasi pembantu yang berjasa besar dalam pembelajaran daring [A THREAD]",0
NULL,2021-04-11,"susahhh tau anjir kuliah daring kek gini, apalagi buat anak jurursan yang musti banyak banyak praktek. gua dari farmasi semester 2 dimana harusnya gua nerima pembelajaran praktikum di laboratorium tapi ini malah lewat vidio",1
NULL,2021-04-11,"Lagi nyusun strategi pembelajaran daring :( https://t.co/rNYIJEG9sz",0
NULL,2021-04-11,"@moonjinaann pembelajaran jarak jauh, daring ",1
NULL,2021-04-11,"Menurutnya, ke depan juga diharapkan proses pembelajaran daring yang dilakukan dapat lebih baik lagi.https://t.co/Ear0Y1BvYU",0
NULL,2021-04-11,"Senat Mahasiswa se-Indonesia Khawatir Pembelajaran Daring Berdampak pada Merosotnya Karakter https://t.co/HHFju7Evgv",1
NULL,2021-04-11,"Alhamdulillah, pas jam pembelajaran daring sudah selesai 😭 https://t.co/fTppHbWUHp",0
NULL,2021-04-11,"#Apa Itu Luring dan Daring dalam Pembelajaran? Berikut Pengertian dan Perbedaannya - https://t.co/ePNN7XvnVj #KBBI https://t.co/xqaWowGM0T",1
NULL,2021-04-11,"[TIPS MERAWAT LAPTOP DENGAN BAIK] Halo, warga Fikom! Udah setahun nih kita melakukan pembelajaran secara daring, di mana laptop jadi starter pack utama dalam memenuhi keberlangsungan PJJ. Tapi, warga Fikom sering nggak sih ngalamin yang namanya laptop lemot? https://t.co/iFmZgwGJZo",1
NULL,2021-04-11,"Setelah melaksanakan proses pembelajaran secara daring, satuan pendidikan YPPDB mencoba menerapkan sistem pembelajaran home visit sejak Januari 2021 dan telah efektif berjalan hingga sekarang ini.#YPPDB #PendidikanIndonesia #Pendidikan  #DoaBangsa #Ayepzaki #FKDB #Kemendikbud https://t.co/OzwRBxfWuI",1
NULL,2021-04-11,"[cm] ada yang lagi gatau mau ngapain? boleh minta tolong isi kuisioner aku? tentang pembelajaran daring ini, yg mauk boleh rep ya nnti aku dm",1
NULL,2021-04-11,"di pembelajaran daring ini jg gue tau klo ternyata zoom meeting beda zoom webinar. awalnya krn liat tampilannya kok beda dg zoom yg selama ini gue ikuti.ini detail bedanya : https://t.co/Ijc8Ka8SID",1
NULL,2021-04-11,"GuiseeeApabila kamu :- laki-laki/perempuan- duduk di bangku SMA di wilayah Jakarta- tengah menjalani pembelajaran daring Minta tolong isi kuesioner ini yaaIni link nya😊. Terima kasih🙏https://t.co/zO51iZNzqY",0
NULL,2021-04-11,"Menakar Masa Depan Pendidikan Melalui Pembelajaran Daring https://t.co/NUIWVJkuMR",0
NULL,2021-04-10,"Wah .. lumayan banget kan bisa belajar Bahasa Mandarin GRATIS di LingoAce 😉✅ Sistem pembelajaran via daring (online)✅ Diajarkan langsung oleh native speaker terpilih dari LingoAce✅ Kurikulum yang sudah bertaraf internasional",0
NULL,2021-04-10,"Jhon Kenedy: Pembelajaran Secara Daring Tidak Efektif https://t.co/KpExeRUVaA",0
NULL,2021-04-10,"@delixiawz Thank you! 😘 ini berkat dukungan orang sekitar juga🙈 Aku juga bangga dengan semangat belajarmu di masa pembelajaran daring ini🥺❤️",0
NULL,2021-04-10,"Apa Itu Luring dan Daring dalam Pembelajaran? Berikut Pengertian dan Perbedaannya https://t.co/UPw5MVPieJ https://t.co/ikYNMXbxO2",1
NULL,2021-04-10,"Pendidikan di Era Pandemi Covid-19: Efektivitas Pembelajaran PPKn Berbasis Daring https://t.co/PG774SbVdO",0
NULL,2021-04-10,"Kasian juga buat org tua yg blm paham aneka platform pembelajaran daring nah makanya kudu banget ortu punya melek teknologi 👍#OrtuKebanggaanAnak  #smapintarlazuardi@smapintarlaz @BloggerCihuy",0
NULL,2021-04-10,"Pembelajaran daring kadang gak semua kompak pakai platform khusus belajar, disini lah penting banget ortu punya rasa kepo, jadi satpam anak yg menyenangkan, ortu sebaiknya lebih melek teknologi 👍#OrtuKebanggaanAnak  #smapintarlazuardi@smapintarlaz @BloggerCihuy",1
NULL,2021-04-10,"Pandemi turut merubah aktivitas mulai bekerja dari rumah hingga pembelajaran daring. Tapi gimana kalau internet di rumah terbatas? 😢Eits kan ada JakWIFI! Internet gratis yang dapat kamu nikmati di area publik di Jakarta. Yuk cari tahu cara aksesnya di video!#JakartaSmartCity https://t.co/dViqFG20nr",0
NULL,2021-04-10,"Semangat males lagi Semangat males lagi, Rutinitas pembelajaran Daring",1
NULL,2021-04-10,"@linolokaI aku brusan selse uas daring, trus buldep ada ujian sekolah tatap muka. iya c cma waktu pembelajaran tatap muka yg beberapa minggu lalu cuma sekilas aja belajarnya, gk yg serius gtu",0
NULL,2021-04-10,"Bodrex memberikan bantuan berupa ratusan paket smartphone dan kuota internet untuk siswa SD yang kesulitan mengakses pembelajaran daring. https://t.co/msFDpclCdt",1
NULL,2021-04-10,"dari tahun kemarin.  Apalagi jika mengingat proses pembelajaran dalam jaringan (daring) ini banyak menggunakan aplikasi belajar yang tentunya memerlukan kuota internet.•Selengkapnya Baca di https://t.co/A8P7D1SDGJ•[Link On Bio]••ReporterOky endrawanPipit Dian Sari",0
NULL,2021-04-10,"Alternatif pertama, kegiatan pembelajaran akan dibagi 30% tatap muka dan 70% daring. Kedua, setiap kelas masuk bergantian mulai dari kelas 9, kelas 8 dan kelas 7. Yang terakhir PTM dilakukan perpekan, satu minggu sekali dengan jumlah 50%.",0
NULL,2021-04-10," Tatap Muka di Era Pandemi, Apakah Siap? https://t.co/DmBNHLGlS5Pembelajaran daring di Indonesia telah mencapai titik dilema. Bagaimana tidak, banyak orang tua yang mengeluhkan bahwa banyak kendala teknis yang harus diha https://t.co/WnggXKqoRv",0
NULL,2021-04-10,"@Paskal81452039 @BERKARYA_NET Eh bong yg korup di rezim sekarang ada mikirin kecerdasan anak bangsa?yg ada pembodohan seluruh  anak didik dg pembelajaran sistem daring...akhlak makin rusak krn hari2 kudu pegang gadget...Otak tuh dipake mikir bong jan lo gadein di warung nasi Padang!!!",1
NULL,2021-04-09,"@gibranndva kaya pembelajaran aj ya, daring",1
NULL,2021-04-09,"Pembelajaran Tatap Muka di Bandung Dijadwalkan Juli: Wali Kota Bandung, Oded M Danial menjelaskan bahwa kebijakan ini tidak serta merta bersifat mutlak. Orang tua murid tetap diberikan pilihan untuk tetap menggunakan metoda daring jika masih merasa ragu. https://t.co/UOJUuYDXqy",1
NULL,2021-04-09,"@skzfavo Owh daerah mana tuh? aku masih pembelajaran daring tapi kayaknya us luring.",1
NULL,2021-04-09,"Bagaimana mau siapin unk keluarga unk buka puasa belum kepasar belum masak belum siap ini itu unk berbuka puasa klw dri pagi smpe sore ttp d sekolah &amp; ttp melakukan Pembelajaran Daring 💻📲  @Me Hidup d jalani dan sllu bersyukur 🤲😇",1
NULL,2021-04-09,"@schfess aku setelah pbl 4 bulan, senin mulai pembelajaran daring lagi.pbl pengganti pkl, project base learning selama 4 bulan.",0
NULL,2021-04-09,"dicoba cek turnitin 22% tapi penyebab dua persennya masa gegara judul webinarnya sama nama dokternya buat bagin subbab pembelajaran daring....ealah pen tak keplak rasanya : )",0
NULL,2021-04-09,"Hal yang dikhawatirkan pada saat Pembelajaran Tatap Muka di Kabupaten Bogor terjadi. Diketahui dua siswa SMA terpapar COVID-19.⁣ Hal tersebut membuat PTM dibatalkan dan kembali dilakukan pembelajaran daring di rumah.Selengkapnya di https://t.co/xRMQJTqv5G https://t.co/doduln5Inc",0
NULL,2021-04-09,"@arusbaik_id pembelajaran scr daring ini bisa diblg kurang efektif krn kendala jaringan atau masalah lainnya dan juga tugas makin bertambah",0
NULL,2021-04-09,"@pepsicko wkwk jaman daring dah gada anjir, guru sibuk ngasih tugass (fokus pencapaian pembelajaran)",0
NULL,2021-04-09,"Halo Leaders 🙋🌿Kelas Green Leadership 2021 sepenuhnya akan dilaksanakan secara daring (online).Nantinya setiap sesi pertemuan akan menghabiskan sekitar 120 menit pembelajaran tatap muka virtual.untuk metode pembelajaran kelas leadership, kamu bisa cek tweet selanjutnya! https://t.co/hxmPETHoMh",1
NULL,2021-04-09,"@ismailfahmi Sebelum pandemi, bisa  masSaya sdh praktekan ke anak2. Tapi ortu konsisten, melepas hp ketika di rumah 😁Kalau utk pake hp krn urusan kerjaan atau kepentingan mendesak, ortu harus minta izin ke anak 🤣Saat pandemi, gadget dipake utk pembelajaran daring",1
NULL,2021-04-09,"Orang tua murid di tengah dilema mengenai sekolah tatap muka di Jakarta. Vaksinasi belum diberikan, namun anak harus masuk sekolah. Di sisi lain, pembelajaran daring dinilai tak efektif. Bagaimana dengan pendapat Anda, pembaca #CNNIndonesia? https://t.co/Vt5XRYMsLW",1
NULL,2021-04-08,"Dilema Daring, Sekolah akan Segera Tatap Muka? Berdasarkan Surat Keputusan Bersama (SKB) Empat Menteri, pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli 2021 mendatang.#sekolah #tatapmuka #pandemihttps://t.co/QWCRTTmBXG https://t.co/lyCt1q1bFy",1
NULL,2021-04-08,"[ KOLAG ONLINE  STRETCHING RINGAN SAAT PEMBELAJARAN DARING  ]Halo teman teman, apa kabar, pasti gasabar nungguin video Kolag di awal kepengurusan BPHA 2021 yaa. Yuk, langsung cek di IGTV B-PHA. 💪#KOLAGKOLAGONLINE#SASageyo#KabinetPelitaCakrawala#BPHAUNAIR2021",1
NULL,2021-04-08,"Lantas apa yg bikin pembelajaran kbm luring selalu tertunda? Efek dari kbm daring berkepanjangan sangatlah besar. Sudah saatnya untuk kembali menggelar pembelajaran tatap muka,jangan lagi hal ini terkesampingkan oleh isu-isu politisme yang bertebaran.",1
NULL,2021-04-08,"Kadang ngerasa miris disaat ngerenung mikir gimana jadinya kalo pembelajaran online diadakan selamanya? Dengan berbagai alasan yang kurang masuk diakal demi menahan pelaksanaan pembelajaran tatap muka agar tetap diadakan secara daring.",0
NULL,2021-04-08,"Tantangan pembelajaran tatap muka (PTM) terbatas di era pandemi Covid-19 tidak akan mudah. Pasalnya, guru harus memberikan pendidikan secara tatap muka dan juga daring.  https://t.co/1yGbHoIZWI",1
NULL,2021-04-08,"Pengen rasanya gue ngobrol kasih nasehat ke remaja yg ngalamin males, trs patah semangat dll pas pembelajaran daring",0
NULL,2021-04-08,"Trs jangan liat sisi negatifnya melulu, coba liat perjuangan yg lain, yg udh berusaha gmn pun caranya pembelajaran daring tetap bisa berlangsung.Melawan males emang susah, gue akui gue pun masih suka males. Tapi ttp harus bisa dilawan",1
NULL,2021-04-08,"Sahabat NUB setuju bukan bahwa ada berbagai tantangan yang perlu dihadapi di masa Pembelajaran Jarak Jauh (PJJ)?⁠⁠Faktanya, banyak anak-anak di Indonesia yang belum memiliki⁠akses pembelajaran yang memadai untuk sekolah secara daring. https://t.co/esdTyZgFg5",0
NULL,2021-04-08,"Ada Guru Reaktif Covid-19, Sekolah di Pelalawan Ini Kembali ke Pembelajaran Daring https://t.co/g1XjjoSFDr",1
NULL,2021-04-08,"https://t.co/PFrcfMurY0 merupakan sarana belajar daring yang mungkin belum banyak diketahui oleh masayarakat. Situs tersebut menawarkan beberapa layanan pembelajaran yang mencakup jenjang pendidikan dasar sampai menengah dan dapat diakses secara gratis tis tis tis https://t.co/xmQ7zs6Zw0",1
NULL,2021-04-08,"@tanyainrl demi apa nder apa km g takut? itu materi kelas 8 kan ya? nih ya, skrg tuh pembelajaran itu pada daring, tugas² itu banyak bangt, tapi kalo tugasmu bnyk yg ga dikerjakan tetep aja nnti nilai akhirnya bakal jelek. meskipun nilai PTS mu tinggi tp klo tugas² g dikerjakan y sama aj",1
NULL,2021-04-08,"Jenuh Daring, Pelajar Lebih Senang PTM Outdoor LearningMADIUN – Pembelajaran Tatap Muka (PTM) berkonsep outdoor learning yang berjalan sejak beberapa hari terakhir ternyata cukup diminati pelajar. Buktinya, sejumlah pelajar mengaku senang dengan konsep… https://t.co/qoj1Mq329I https://t.co/Nmpg1tETRU",1
NULL,2021-04-08,"Destinasi ini terletak di Desa Poncokusumo, Kecamatan Poncokusumo, Kabupaten Malang. Namun, semenjak pembelajaran diganti menjadi sistem daring, bumi perkemahan yang digandrungi para mahasiswa ini nampak begitu sepi.",1
NULL,2021-04-08,"@tanyainrl your e me pas kelas 11.pas awal2 pembelajaran scr daring.dlu mls bangt sampe bnyak yg ga dikerjain,tp ga sebanyak sender sih",0
NULL,2021-04-08,"Tujuan memperkuat pelaksanaan E-Learning UNTAN mengingat situasi yang mengharuskan adanya pembelajaran/perkuliahan daring/online. https://t.co/Z6ejZa6yeO",0
NULL,2021-04-08,"pembelajaran daring lewat wa group itu ga efektif bgt, mo nangiss gapahammm apa kt dosen 😭",1
NULL,2021-04-08,"@rainynight03 pembelajaran jarak jauh (daring)",1
NULL,2021-04-08,"@collegemenfess Pengaruh Pembelajaran Daring Terhadap Hasil Belajar Di Sekolah Dasar . . . . . .",1
NULL,2021-04-08,"@nanno_masihe @_chocholatte_ @ganjarpranowo jiah ra moco mesti, mau aku wes cerita anakku kelas 6 dipekso ujian neng sekolah, nek daring nilainya beda, diskriminasi iki, btw uji coba wae wis akih sing ra patuh prokes ya : https://t.co/m0MX7U8Rsv",1
NULL,2021-04-08,"@tubirfess Ini gajelas asli wwkwkwkwk. Kembali sekolah daring deh, dek. Eh udah pembelajaran tatap muka ya? Hmmm",1
NULL,2021-04-08,"Siapa yg udh jenuh belajar daring??  Sebentar lagi sistem pembelajaran akan tatap muka akan dibuka, tp semua tetap wajib mengikuti protokol kesehatan yahhh 🙏❤️https://t.co/kpC7wMOpXc @mahesatiwi @PutraNababan @BiLLRaY2019 @AurelNovelia @seruanhl @PDI_Perjuangan @ganjarpranowo",0
NULL,2021-04-08,"[DIALOG PRODI SOSIOLOGI 2021:  Konsientisasi Pendidikan di Era Kuliah Daring ]Halo, Mahasiswa Sosiologi !Yuk sama sama sampaikan aspirasi mu mengenai pembelajaran daring ini secara langsung kepada para Dosen Sosiologi Unesa. https://t.co/RNkLzLsM3y",0
NULL,2021-04-08,"Orang tua murid di tengah dilema mengenai sekolah tatap muka di Jakarta. Vaksinasi belum diberikan, namun anak harus masuk sekolah. Di sisi lain, pembelajaran daring dinilai tak efektif. Bagaimana dengan pendapat Anda, pembaca #CNNIndonesia? https://t.co/Vt5XRYMsLW",1
NULL,2021-04-08,"@kontempoLer iya, kerasa banget sistemnya masih stuck gitu-gitu aja. mungkin karena zona nyaman-nya guru ya masih di situ. makanya ya, jauh banget kalo ngomongin pembelajaran dilaksanakan daring secara menyeluruh, timpang banget.",1
NULL,2021-04-08,"@mbahgonk Ki tak sambi karo pembelajaran daring mz",0
NULL,2021-04-07,"@wilsonsitorus Sejak daring. Guru anak-anak sekolah itu Mbah Google, om.Guru aja cuma kasih link, padahal konten video di bawah 20 MB jadi bisa share aja video materi pembelajaran.Dampak guru jadi magabut.Maaf om jd esmosi. 🙏",1
NULL,2021-04-07,"@myXLCare Bismillah hp Samsung nya bisa aku gunakan nanti untuk mengikuti pembelajaran secara daring dari rumah.",0
NULL,2021-04-07,"@SoundOfYogi Salah satu yang saya suka dari Pembelajaran Daring adlah walimurid jd ga bsa seenaknya menyerahkan tanggungjawab mendidik anak sepenuhnya ke Guru. Dulu bnyk walmur yg klo Guru ngadu kenakalan anaknya pasti jawabnya- cont🤭",0
NULL,2021-04-07,"@jichengi ih asli dh ini tuh soalnya sistem pembelajaran daring di sklh gue tuh gaenak bgt, masa iya cuma di pap soal trs suru ngerjain, mn banyak yg gajelas gurunya, gue jg udh bljr sendiri tp bnyk yg gamudeng hiks 😭💔",1
NULL,2021-04-07,"@SoundOfYogi Wish away Mas Mit, pendemi masih panjang jalannya, paling gak 5-10 tahun lagiBegitu pandemi selesai, kita sudah sedemikian terbiasanya dengan pembelajaran daring hingga pembelajaran luring malah terkesan aneh. Suka gak suka.",1
NULL,2021-04-07,"Menyambut Bulan Suci Ramadan dengan Lomba Dai Ibu dan Anak: Selain untuk menyambut Ramadan, lomba da i ibu dan anak diharapkan menghadirkan momen keceriaan di tengah pembelajaran daring. https://t.co/vMgoKT5WQR",0
NULL,2021-04-07,"Ketika ada yang terindikasi penyebaran Covid-19 di seputaran sekolah. Maka sekolah wajib menerapkan kembali pembelajaran secara daring.#BelajarTatapMuka#DinasPendidikan https://t.co/ekfHt2iDcl",0
NULL,2021-04-07,"pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli 2021 mendatang. Dilema daring membuat sejumlah pihak ingin sekolah tatap muka segera dilaksanakan, namun tepatkah keputusan ini? Yuk tonton di channel MMC! https://t.co/0XhtEymV1S",0
NULL,2021-04-07,"Berdasarkan (SKB) Empat Menteri, pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli 2021 mendatang. Dilema daring membuat sjmlh pihak ingin sekolah tatap muka segera dilaksanakan, namun tepatkah keputusan ini ?https://t.co/DLnrRKkeCm",0
NULL,2021-04-07,"Namun, tidak sedikit orang yang menderita akibat kondisi pandemi ini. Siapa saja yang mengalami kendala dan apakah mereka siap atas pembelajaran daring? 🤔",1
NULL,2021-04-07,"[DAMPAK COVID-19 DALAM SEKTOR PENDIDIKAN]Hallo, ChangeMakers!Mungkin pendapat sebagian orang pembelajaran daring itu menyenangkan karena waktu untuk beristirahat dan berkomunikasi dengan keluarga jauh lebih banyak dibanding sebelum pandemi.",0
NULL,2021-04-07,"Outdoor learning atau pembelajaran di luar ruangan menjadi solusi alternatif dilarangnya pembelajaran di sekolah karena pandemi Covid-19 https://t.co/OdDZeTEicE",0
NULL,2021-04-07,"Dampak dari sklh daring terlalu lama bkn hnya berakibat pd sektor pendidikan. Kemendikbud jg mlihat adanya penurunan capaian pembelajaran, terutama di daerah dg akses dan kualitas tdk memadai. Sehingga potensi terjadinya kesenjangan ekonomi jadi lbh besar. https://t.co/shEC5ANXVz",1
NULL,2021-04-07,"Pembelajaran Hibrid Tatap Muka dan Daring Diuji Coba di Jakarta https://t.co/VWL4LQV59X https://t.co/tXLSr04JPu",0
NULL,2021-04-07,"Hari Ini Pemprov DKI Terapkan Sistem Pembelajaran Tatap Muka dan Daring di Sekolah - PingPoint Indonesia https://t.co/Ur5AOXCkUT",0
NULL,2021-04-07,"@jek___ @samsungID Samsung tetap semangat giveaway #GalaxyA12 #GalaxyA02sSamsung tetap semangat giveaway #GalaxyA12 #GalaxyA02sSamsung tetap semangat giveaway #GalaxyA12 #GalaxyA02sBismillah semoga rejeki buat pembelajaran daring stadd😭😭😭",0
NULL,2021-04-07,"Mulai hari ini Pemprov DKI uji coba metode pembelajaran tatap muka serta daring di 85 sekolah yang ada di Ibu Kota. https://t.co/NFrzi3kH6G⁣#PTM #UjiCobaTatapMuka #SekolahTatapMuka ⁣#InfoJakarta https://t.co/e2WsxRrnqY",0
NULL,2021-04-07,"Sekolah Kembali Buka, Pakar Sebut Pembelajaran Daring Jangan Ditinggalkan https://t.co/TPTOXjPClQ https://t.co/2XSb2ca3vM",0
NULL,2021-04-07,"Bapak ibu yang mengajar Bahasa Inggris di SMP/MTs, SMA/MA, atau SMK/MAK, mohon bantuannya yaa untuk mengisi survey berikut terkait pembelajaran daring atau bisa juga dishare ke teman2 guru lain.Terimakasih 😊🙌🏻https://t.co/BxcnWCWLJY https://t.co/XEfVAYDKhS",0
NULL,2021-04-07,"[cm] menurut kalian, setelah pandemi apakah sistem pembelajaran daring perlu diterapkan lagi? mengingat kalau via online kan hemat tempat dan waktu ya, mungkin ga yg sampe pelosok2 juga tp kek yg able to daring aja gitu. apa alesan kaliaaan?",0
NULL,2021-04-07,"Setuju! Tim yg masih keberatan kalo sekolah segera dibuka. So far nyaman dg pembelajaran daring seperti ini. Mikay bs fokus belajar apa yg dia butuhkan, sukai, dan sesuai dg kemampuannya sendiri. Waktu belajar jadi lebih ringkes, ga buang2 waktu buat hal2 yg ga perlu. https://t.co/Ag0GPlvlyS",0
NULL,2021-04-07,"Sejumlah sekolah di Kabupaten Mamasa, Sulawesi Barat, mulai melaksanakan pembelajaran tatap muka. #publisherstory https://t.co/tMjKuQ1KYU",0
NULL,2021-04-07,"@schfess aktif di pembelajaran daring nder untuk nilai tambahannya. trus juga karna daring ini ya menurutku it s ok untuk searus dengan mereka supaya tetap ditempat yang sama. tapi paham materi ya harus. lagian kan tar kalo offline lagi keliatan kan mana yang curang mana yang enggak :)",0
NULL,2021-04-07,"Woohoo hot take!Tapi ada benernya sih, gua kuliah daring selama ini comfy banget. Berhubung buat belajar materi jurusan cuma butuh kertas, pena, dan komputer, emang cocok buat pembelajaran daring. https://t.co/318lg4oup9",0
NULL,2021-04-07,"Dilema Daring, Sekolah akan Segera Tatap MukaWacana sekolah tatap muka kembali mencuat. Berdasarkan Surat Keputusan Bersama (SKB) Empat Menteri, pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli 2021 mendatang. https://t.co/7iKkht37IV",0
NULL,2021-04-07,"Sejumlah siswa yang mengikuti uji coba mengaku lebih antusias belajar ketimbang dengan sistem pembelajaran jarak jauh (PJJ) yang dilaksanakan daring. https://t.co/YaxMvQex7j",0
NULL,2021-04-07,"sch! Karya kegabutan disaat pembelajaran daring :D https://t.co/k1O9P0GVXR",1
NULL,2021-04-07,"Selanjutnya proses kegiatan belajar mengajar dilakukan secara daring dan didukung dengan BELS (BPPT E-learning System), yakni sistem manajemen pembelajaran jarak jauh yang dikembangkan oleh Pusbindiklat.",0
NULL,2021-04-07,"kalian ada yang punya masalah yng berkaitan sama pembelajaran daring anak sd tidak? kalo ada kasih tau aku pls😭",1
NULL,2021-04-07,"Di masa pandemi Covid-19 yang tak kunjung usai, proses pembelajaran di beberapa sekolah maupun kampus masih menggunakan metode daring.⬇#poldadiy #poldajogja #jogja #jogjaistimewa #covidhttps://t.co/1PyL63C8VM https://t.co/pO6U9RG4tB",1
NULL,2021-04-07,"Skor 1-10Seberapa efektif pembelajaran via daring?",0
NULL,2021-04-07,"TIDAK ADANYA ANDROID, SINYAL DAN KOUTA INTERNET PADA PEMBELAJARAN DARING, APA DAMPAKNYA ? https://t.co/mUuzaig4oJ",1
NULL,2021-04-07,"Wacana sekolah tatap muka kembali mencuat. Berdasarkan Surat Keputusan Bersama (SKB) Empat Menteri, pembelajaran tatap muka (PTM) secara terbatas akan dijadwalkan di tahun ajaran baru bulan Juli 2021 mendatang. Dilema daring membuat sejumlah pihak ingin sekolah tatap muka segera https://t.co/7xKBAxkvze",0
NULL,2021-04-07,"Pembelajaran Daring, Guru Puji Orangtua Aktif Dampingi Anak Belajar https://t.co/ALU3c4Eimw",0
NULL,2021-04-06,"Ketika BDR, anak-anak SDN Pagerbatu 3 Kec. Majasari tetap membutuhkan bimbingan guru, secara Daring atau Luring. TVRI sebagai salah satu media pembelajaran yang sangat membantu pembiasaan belajar secara terjadwal dan berkelanjutan. https://t.co/MIsyztxKtp",0
NULL,2021-04-06,"Dilema Daring, Sekolah akan Segera Tatap Muka ??? | Serba Serbi MMCWacana sekolah tatap muka kembali mencuat.Berdasarkan Surat Keputusan Bersama 4Menteri,pembelajaran tatap muka secara terbatas akan dijadwalkan di th ajaran baru bulan Juli 2021mendatanghttps://t.co/ePExWD9rj1",0
NULL,2021-04-06,"Jhon Kenedy: Pembelajaran Secara Daring Tidak Efektif https://t.co/KpExeRUVaA",1
NULL,2021-04-06,"Kenapasih masih ada kerkom2an di pembelajaran daring ini🤬",1
NULL,2021-04-06,"@YantoJeri Lancar lae, US di rumah saja 😀Sistemnya SPD sekolah Pembelajaran Daring",0
NULL,2021-04-06,"@antaranews Pembelajaran daring banyak anak sekolah otaknya miring , kena apa mau di lanjutkan ? apa kurang keuntungan?",1
NULL,2021-04-06,"Praktisi pendidikan Edu Hary Chandra mengatakan pembelajaran daring sebaiknya tetap diberikan meski pembelajaran tatap muka (PTM) terbatas telah dilakukan.https://t.co/YHCgZD2Jun",0
NULL,2021-04-06,"@FirstMediaCares mohon dipercepat dalam perbaikan tidak,karena sangat membutuhkan internet untuk pembelajaran daring",1
NULL,2021-04-06,"@AXISgsm Kenapa harus aku yg dapat kuota 17GB?Karena ini kan lagi masa2 nya pembelajaran daring dan kadang mau beli kuota aja gak ada duit.Internet dari pemerintah juga belum dapat.Kalau aku yg dapat kuota 17GB nya,pasti enggak terkendala lagi mau daring #KenapaNggak #Terfiberisasi",1
NULL,2021-04-06,"Stuck di logo. Hanya bertahan 14 bulan. Alhamdulillaah berjasa membantu pembelajaran&amp;pekerjaan daring selama pandemi ini https://t.co/tFmOKtyGcD",0
NULL,2021-04-06,"Ketersedian Jaringan Internet Menunjang Pembelajaran Secara Daring https://t.co/xIQ2FWq5eJ",0
NULL,2021-04-06,"Bentuk kepedulian terhadap pendidikan di masa pandemi covid-19, Koramil 02/Suli Kodim 1403/Swg memfasilitasi wifi gratis untuk para siswa siswi yang kesulitan mengikuti pembelajaran jarak jauh/daring karena keterbatasan jaringan internet, ataupun hal lainnya. https://t.co/N3XTya25Ly",0
NULL,2021-04-06,"Harusny di survei td w nulis pembelajaran daring membuat sy sakit punggung dan sy tdk kuat",1
NULL,2021-04-06,"Pentingnya Hubungan Antara Siswa Dengan Orang Tua Untuk Keberlangsungan Pembelajaran Secara Daringhttps://t.co/HNEMN7NnyW https://t.co/1KqYtjcWGN",0
